path,prediction,probability,red_pct,bright_pct,year,type
satellite_images\2018\fire_2018-08-09_cloud0.3.png,Нет пожара,N/A,0.00032550077041602465,0.003054699537750385,2018,fire
satellite_images\2018\fire_2018-08-14_cloud15.7.png,Нет пожара,N/A,0.00013482280431432973,0.0764002311248074,2018,fire
satellite_images\2018\fire_2018-08-14_cloud5.7.png,Нет пожара,N/A,5.778120184899846e-05,0.01577619414483821,2018,fire
satellite_images\2018\fire_2018-08-16_cloud0.0.png,Нет пожара,N/A,0.002060862865947612,0.017838983050847457,2018,fire
satellite_images\2018\fire_2018-08-16_cloud0.1.png,Нет пожара,N/A,0.00019067796610169492,0.005134822804314329,2018,fire
satellite_images\2018\fire_2018-08-19_cloud11.5.png,Нет пожара,N/A,0.0006702619414483822,0.07572226502311248,2018,fire
satellite_images\2018\fire_2018-08-19_cloud20.1.png,Нет пожара,N/A,0.0009996147919876734,0.02669684129429892,2018,fire
satellite_images\2018\fire_2018-08-19_cloud5.2.png,Нет пожара,N/A,0.00010015408320493066,0.0027696456086286595,2018,fire
satellite_images\2018\fire_2018-08-24_cloud0.0.png,Нет пожара,N/A,0.0020820493066255777,0.004250770416024653,2018,fire
satellite_images\2018\fire_2018-08-24_cloud0.4.png,Нет пожара,N/A,0.00030431432973805855,0.0036845146379044682,2018,fire
satellite_images\2018\fire_2018-08-24_cloud0.6.png,Нет пожара,N/A,0.0027157164869029277,0.03284861325115562,2018,fire
satellite_images\2018\fire_2018-08-26_cloud0.1.png,Нет пожара,N/A,0.00013482280431432973,0.007998844375963021,2018,fire
satellite_images\2018\fire_2018-08-26_cloud14.7.png,Нет пожара,N/A,0.0019530046224961479,0.010930277349768876,2018,fire
satellite_images\2018\fire_2018-08-26_cloud3.5.png,Нет пожара,N/A,5.970724191063174e-05,0.0028678736517719567,2018,fire
satellite_images\2018\fire_2018-08-29_cloud17.8.png,Нет пожара,N/A,0.0,0.04829352850539291,2018,fire
satellite_images\2018\drought_2018-06-02_cloud4.2.png,Нет пожара,N/A,0.017033898305084744,0.015452619414483821,2018,drought
satellite_images\2018\drought_2018-06-05_cloud23.2.png,Нет пожара,N/A,0.0002812018489984592,0.042062788906009244,2018,drought
satellite_images\2018\drought_2018-06-05_cloud3.4.png,Нет пожара,N/A,0.0006336671802773498,0.011766178736517719,2018,drought
satellite_images\2018\drought_2018-06-07_cloud21.0.png,Нет пожара,N/A,0.0013828967642526965,0.08890793528505393,2018,drought
satellite_images\2018\drought_2018-06-07_cloud29.6.png,Нет пожара,N/A,0.01830508474576271,0.14166795069337443,2018,drought
satellite_images\2018\drought_2018-06-07_cloud29.9.png,Нет пожара,N/A,0.0018547765793528505,0.0028389830508474575,2018,drought
satellite_images\2018\drought_2018-06-07_cloud6.5.png,Нет пожара,N/A,0.01880392912172573,0.010406394453004623,2018,drought
satellite_images\2018\drought_2018-06-10_cloud21.8.png,Нет пожара,N/A,0.0005835901386748844,0.11816833590138674,2018,drought
satellite_images\2018\drought_2018-06-10_cloud26.4.png,Нет пожара,N/A,0.005683744221879815,0.10064522342064715,2018,drought
satellite_images\2018\drought_2018-06-10_cloud5.9.png,Нет пожара,N/A,0.0006201848998459168,0.022409476117103234,2018,drought
satellite_images\2018\drought_2018-06-12_cloud1.4.png,Нет пожара,N/A,0.017573189522342065,0.09925654853620955,2018,drought
satellite_images\2018\drought_2018-06-12_cloud1.6.png,Нет пожара,N/A,0.010939907550077042,0.02956664098613251,2018,drought
satellite_images\2018\drought_2018-06-12_cloud28.8.png,Нет пожара,N/A,0.001201848998459168,0.014156394453004623,2018,drought
satellite_images\2018\drought_2018-06-15_cloud0.0.png,Нет пожара,N/A,0.012923728813559321,0.014832434514637904,2018,drought
satellite_images\2018\drought_2018-06-15_cloud4.0.png,Нет пожара,N/A,0.0011691063174114021,0.0066159476117103235,2018,drought
satellite_images\2018\drought_2018-06-17_cloud0.0.png,Нет пожара,N/A,0.0049768875192604005,0.018518875192604006,2018,drought
satellite_images\2018\drought_2018-06-17_cloud0.6.png,Нет пожара,N/A,0.005629815100154084,0.08719568567026194,2018,drought
satellite_images\2018\drought_2018-06-17_cloud3.4.png,Нет пожара,N/A,0.0006317411402157164,0.015050077041602465,2018,drought
satellite_images\2018\drought_2018-06-20_cloud20.8.png,Нет пожара,N/A,0.0,0.04829352850539291,2018,drought
satellite_images\2018\drought_2018-06-22_cloud0.0.png,Нет пожара,N/A,0.002779275808936826,0.02426040061633282,2018,drought
satellite_images\2018\drought_2018-06-22_cloud10.6.png,Нет пожара,N/A,0.0006721879815100154,0.005884052388289676,2018,drought
satellite_images\2018\drought_2018-06-22_cloud2.7.png,Нет пожара,N/A,0.004557010785824345,0.11233436055469954,2018,drought
satellite_images\2018\drought_2018-06-25_cloud19.3.png,Нет пожара,N/A,0.0,0.04829352850539291,2018,drought
satellite_images\2018\drought_2018-06-27_cloud13.1.png,Нет пожара,N/A,0.0013077812018489985,0.06158513097072419,2018,drought
satellite_images\2018\drought_2018-06-27_cloud18.5.png,Нет пожара,N/A,0.00015408320493066256,0.008199152542372882,2018,drought
satellite_images\2018\drought_2018-06-27_cloud20.9.png,Нет пожара,N/A,0.0019530046224961479,0.1742469183359014,2018,drought
satellite_images\2018\drought_2018-06-27_cloud21.1.png,Нет пожара,N/A,0.00012134052388289677,0.03431047765793528,2018,drought
satellite_images\2018\drought_2018-07-05_cloud1.1.png,Нет пожара,N/A,0.00019067796610169492,0.007459553158705701,2018,drought
satellite_images\2018\drought_2018-07-05_cloud16.8.png,Нет пожара,N/A,0.00018104776579352851,0.05015793528505393,2018,drought
satellite_images\2018\drought_2018-07-05_cloud20.5.png,Нет пожара,N/A,0.0018663328197226503,0.2897342064714946,2018,drought
satellite_images\2018\drought_2018-07-05_cloud7.3.png,Нет пожара,N/A,0.001700693374422188,0.06823767334360555,2018,drought
satellite_images\2018\drought_2018-07-07_cloud0.0.png,Нет пожара,N/A,0.00042180277349768874,0.0048208782742681046,2018,drought
satellite_images\2018\drought_2018-07-07_cloud0.5.png,Нет пожара,N/A,0.002594375963020031,0.037197611710323576,2018,drought
satellite_images\2018\drought_2018-07-07_cloud1.1.png,Нет пожара,N/A,0.0003929121725731895,0.018407164869029276,2018,drought
satellite_images\2018\drought_2018-07-07_cloud1.8.png,Нет пожара,N/A,0.0036421417565485363,0.16751348228043142,2018,drought
satellite_images\2018\drought_2018-07-10_cloud0.0.png,Нет пожара,N/A,0.0025442989214175655,0.031550462249614795,2018,drought
satellite_images\2018\drought_2018-07-12_cloud10.9.png,Нет пожара,N/A,0.0023131741140215716,0.038073959938366715,2018,drought
satellite_images\2018\drought_2018-07-12_cloud17.7.png,Нет пожара,N/A,0.0029603235747303544,0.1661113251155624,2018,drought
satellite_images\2018\drought_2018-07-15_cloud0.6.png,Нет пожара,N/A,0.00286402157164869,0.019907550077041602,2018,drought
satellite_images\2018\drought_2018-07-15_cloud10.7.png,Нет пожара,N/A,0.0046744992295839755,0.11048343605546995,2018,drought
satellite_images\2018\drought_2018-07-15_cloud3.1.png,Нет пожара,N/A,0.0008147149460708782,0.0050500770416024654,2018,drought
satellite_images\2018\drought_2018-07-17_cloud0.3.png,Нет пожара,N/A,0.00012326656394453004,0.05706664098613251,2018,drought
satellite_images\2018\drought_2018-07-17_cloud0.6.png,Нет пожара,N/A,0.0018124036979969183,0.027320878274268105,2018,drought
satellite_images\2018\drought_2018-07-17_cloud1.0.png,Нет пожара,N/A,0.0018124036979969183,0.027320878274268105,2018,drought
satellite_images\2018\drought_2018-07-17_cloud1.1.png,Нет пожара,N/A,0.0027407550077041603,0.10092642526964561,2018,drought
satellite_images\2018\drought_2018-07-17_cloud14.4.png,Нет пожара,N/A,0.0006587057010785824,0.005296610169491525,2018,drought
satellite_images\2018\drought_2018-07-17_cloud3.8.png,Нет пожара,N/A,0.00062788906009245,0.016945300462249614,2018,drought
satellite_images\2018\drought_2018-07-20_cloud16.3.png,Нет пожара,N/A,0.0,0.0054179506933744225,2018,drought
satellite_images\2018\drought_2018-07-20_cloud7.8.png,Нет пожара,N/A,0.0,0.004996147919876733,2018,drought
satellite_images\2018\drought_2018-07-25_cloud19.0.png,Нет пожара,N/A,2.1186440677966103e-05,0.04455508474576271,2018,drought
satellite_images\2018\drought_2018-07-30_cloud0.0.png,Нет пожара,N/A,0.006151771956856703,0.016587057010785826,2018,drought
satellite_images\2018\drought_2018-07-30_cloud12.5.png,Нет пожара,N/A,0.0019337442218798151,0.007948767334360556,2018,drought
satellite_images\2018\drought_2018-07-30_cloud2.4.png,Нет пожара,N/A,0.0018278120184899846,0.004025423728813559,2018,drought
satellite_images\2018\drought_2018-08-01_cloud0.0.png,Нет пожара,N/A,0.010379429892141757,0.0787788906009245,2018,drought
satellite_images\2018\drought_2018-08-01_cloud10.2.png,Нет пожара,N/A,0.0028312788906009246,0.005086671802773498,2018,drought
satellite_images\2018\drought_2018-08-01_cloud18.5.png,Нет пожара,N/A,0.006469568567026194,0.021130585516178736,2018,drought
satellite_images\2018\drought_2018-08-04_cloud11.3.png,Нет пожара,N/A,0.004813174114021572,0.09427195685670262,2018,drought
satellite_images\2018\drought_2018-08-04_cloud2.8.png,Нет пожара,N/A,0.002349768875192604,0.012087827426810478,2018,drought
satellite_images\2018\drought_2018-08-04_cloud23.4.png,Нет пожара,N/A,0.000710708782742681,0.051714175654853624,2018,drought
satellite_images\2018\drought_2018-08-04_cloud5.2.png,Нет пожара,N/A,0.0021013097072419104,0.012161016949152543,2018,drought
satellite_images\2018\drought_2018-08-06_cloud0.6.png,Нет пожара,N/A,0.005984206471494607,0.015924499229583975,2018,drought
satellite_images\2018\drought_2018-08-06_cloud12.7.png,Нет пожара,N/A,0.002546224961479199,0.003634437596302003,2018,drought
satellite_images\2018\drought_2018-08-06_cloud20.5.png,Нет пожара,N/A,0.002384437596302003,0.025148305084745762,2018,drought
satellite_images\2018\drought_2018-08-09_cloud0.0.png,Нет пожара,N/A,0.007852465331278891,0.007388289676425269,2018,drought
satellite_images\2018\drought_2018-08-09_cloud0.2.png,Нет пожара,N/A,0.0029872881355932205,0.005104006163328197,2018,drought
satellite_images\2018\drought_2018-08-09_cloud0.3.png,Нет пожара,N/A,0.003066255778120185,0.002274653312788906,2018,drought
satellite_images\2018\drought_2018-08-14_cloud15.7.png,Нет пожара,N/A,0.002501926040061633,0.07058359013867488,2018,drought
satellite_images\2018\drought_2018-08-14_cloud5.7.png,Нет пожара,N/A,0.0022996918335901387,0.01446070878274268,2018,drought
satellite_images\2018\drought_2018-08-16_cloud0.0.png,Нет пожара,N/A,0.008742295839753467,0.01079160246533128,2018,drought
satellite_images\2018\drought_2018-08-16_cloud0.1.png,Нет пожара,N/A,0.004042758089368259,0.003511171032357473,2018,drought
satellite_images\2018\drought_2018-08-19_cloud11.5.png,Нет пожара,N/A,0.008907935285053929,0.030955315870570106,2018,drought
satellite_images\2018\drought_2018-08-19_cloud20.1.png,Нет пожара,N/A,0.004331664098613251,0.01803351309707242,2018,drought
satellite_images\2018\drought_2018-08-19_cloud5.2.png,Нет пожара,N/A,0.0036459938366718027,0.001639060092449923,2018,drought
satellite_images\2018\drought_2018-08-24_cloud0.0.png,Нет пожара,N/A,0.008848228043143298,0.0027966101694915256,2018,drought
satellite_images\2018\drought_2018-08-24_cloud0.4.png,Нет пожара,N/A,0.004855546995377504,0.0019337442218798151,2018,drought
satellite_images\2018\drought_2018-08-24_cloud0.6.png,Нет пожара,N/A,0.01804506933744222,0.021991525423728814,2018,drought
satellite_images\2018\drought_2018-08-26_cloud0.1.png,Нет пожара,N/A,0.003875192604006163,0.00349768875192604,2018,drought
satellite_images\2018\drought_2018-08-26_cloud14.7.png,Нет пожара,N/A,0.0077330508474576275,0.0043721109399075505,2018,drought
satellite_images\2018\drought_2018-08-26_cloud3.5.png,Нет пожара,N/A,0.00324537750385208,0.0011825885978428352,2018,drought
satellite_images\2018\drought_2018-08-29_cloud17.8.png,Нет пожара,N/A,0.0,0.048291602465331276,2018,drought
satellite_images\2018\nbr_2018-06-02_cloud4.2.png,Пожар,N/A,0.0,0.10786016949152542,2018,nbr
satellite_images\2018\nbr_2018-06-05_cloud23.2.png,Пожар,N/A,0.0001598613251155624,0.22713983050847458,2018,nbr
satellite_images\2018\nbr_2018-06-05_cloud3.4.png,Нет пожара,N/A,0.00011941448382126348,0.04565292758089368,2018,nbr
satellite_images\2018\nbr_2018-06-07_cloud21.0.png,Пожар,N/A,1.3482280431432974e-05,0.22744029275808936,2018,nbr
satellite_images\2018\nbr_2018-06-07_cloud29.6.png,Пожар,N/A,0.0003293528505392912,0.689154468412943,2018,nbr
satellite_images\2018\nbr_2018-06-07_cloud29.9.png,Нет пожара,N/A,1.3482280431432974e-05,0.0436864406779661,2018,nbr
satellite_images\2018\nbr_2018-06-07_cloud6.5.png,Пожар,N/A,9.63020030816641e-05,0.1140042372881356,2018,nbr
satellite_images\2018\nbr_2018-06-10_cloud21.8.png,Пожар,N/A,0.0004083204930662558,0.22446263482280432,2018,nbr
satellite_images\2018\nbr_2018-06-10_cloud26.4.png,Пожар,N/A,0.00013674884437596302,0.1507184129429892,2018,nbr
satellite_images\2018\nbr_2018-06-10_cloud5.9.png,Нет пожара,N/A,6.35593220338983e-05,0.045342835130970725,2018,nbr
satellite_images\2018\nbr_2018-06-12_cloud1.4.png,Пожар,N/A,0.0018547765793528505,0.687442218798151,2018,nbr
satellite_images\2018\nbr_2018-06-12_cloud1.6.png,Пожар,N/A,0.00028697996918335903,0.13283705701078583,2018,nbr
satellite_images\2018\nbr_2018-06-12_cloud28.8.png,Пожар,N/A,0.0010150231124807397,0.2188193374422188,2018,nbr
satellite_images\2018\nbr_2018-06-15_cloud0.0.png,Пожар,N/A,0.000560477657935285,0.13069915254237288,2018,nbr
satellite_images\2018\nbr_2018-06-15_cloud4.0.png,Пожар,N/A,0.001434899845916795,0.21628852080123268,2018,nbr
satellite_images\2018\nbr_2018-06-17_cloud0.0.png,Пожар,N/A,0.00025231124807395994,0.14198959938366718,2018,nbr
satellite_images\2018\nbr_2018-06-17_cloud0.6.png,Пожар,N/A,0.0008763482280431433,0.7336055469953775,2018,nbr
satellite_images\2018\nbr_2018-06-17_cloud3.4.png,Пожар,N/A,0.0007473035439137134,0.21959553158705702,2018,nbr
satellite_images\2018\nbr_2018-06-20_cloud20.8.png,Нет пожара,N/A,0.0,0.04829352850539291,2018,nbr
satellite_images\2018\nbr_2018-06-22_cloud0.0.png,Пожар,N/A,0.0002754237288135593,0.15067796610169493,2018,nbr
satellite_images\2018\nbr_2018-06-22_cloud10.6.png,Нет пожара,N/A,0.000437211093990755,0.04426617873651772,2018,nbr
satellite_images\2018\nbr_2018-06-22_cloud2.7.png,Пожар,N/A,0.0011845146379044684,0.7547207241910632,2018,nbr
satellite_images\2018\nbr_2018-06-25_cloud19.3.png,Нет пожара,N/A,7.704160246533127e-06,0.04680662557781202,2018,nbr
satellite_images\2018\nbr_2018-06-27_cloud13.1.png,Пожар,N/A,0.0002792758089368259,0.15845916795069337,2018,nbr
satellite_images\2018\nbr_2018-06-27_cloud18.5.png,Нет пожара,N/A,0.0002889060092449923,0.04602272727272727,2018,nbr
satellite_images\2018\nbr_2018-06-27_cloud20.9.png,Пожар,N/A,0.0009919106317411402,0.7735920647149461,2018,nbr
satellite_images\2018\nbr_2018-06-27_cloud21.1.png,Пожар,N/A,0.001427195685670262,0.21961671802773497,2018,nbr
satellite_images\2018\nbr_2018-07-05_cloud1.1.png,Нет пожара,N/A,0.00036787365177195683,0.04576656394453005,2018,nbr
satellite_images\2018\nbr_2018-07-05_cloud16.8.png,Пожар,N/A,0.0027407550077041603,0.21974768875192605,2018,nbr
satellite_images\2018\nbr_2018-07-05_cloud20.5.png,Пожар,N/A,0.004088983050847457,0.7538771186440678,2018,nbr
satellite_images\2018\nbr_2018-07-05_cloud7.3.png,Пожар,N/A,0.0016275038520801232,0.14860747303543914,2018,nbr
satellite_images\2018\nbr_2018-07-07_cloud0.0.png,Нет пожара,N/A,6.741140215716486e-05,0.04613828967642527,2018,nbr
satellite_images\2018\nbr_2018-07-07_cloud0.5.png,Пожар,N/A,0.0002234206471494607,0.1532993066255778,2018,nbr
satellite_images\2018\nbr_2018-07-07_cloud1.1.png,Пожар,N/A,0.0002580893682588598,0.21997881355932203,2018,nbr
satellite_images\2018\nbr_2018-07-07_cloud1.8.png,Пожар,N/A,0.000737673343605547,0.7693701848998459,2018,nbr
satellite_images\2018\nbr_2018-07-10_cloud0.0.png,Пожар,N/A,0.0005065485362095531,0.14967449922958398,2018,nbr
satellite_images\2018\nbr_2018-07-12_cloud10.9.png,Пожар,N/A,0.000587442218798151,0.15107280431432973,2018,nbr
satellite_images\2018\nbr_2018-07-12_cloud17.7.png,Пожар,N/A,0.0009938366718027735,0.7710959167950694,2018,nbr
satellite_images\2018\nbr_2018-07-15_cloud0.6.png,Пожар,N/A,0.001563944530046225,0.14346687211093992,2018,nbr
satellite_images\2018\nbr_2018-07-15_cloud10.7.png,Пожар,N/A,0.002754237288135593,0.7573228043143297,2018,nbr
satellite_images\2018\nbr_2018-07-15_cloud3.1.png,Нет пожара,N/A,0.0009784283513097072,0.04266949152542373,2018,nbr
satellite_images\2018\nbr_2018-07-17_cloud0.3.png,Пожар,N/A,0.0008070107858243452,0.4454564714946071,2018,nbr
satellite_images\2018\nbr_2018-07-17_cloud0.6.png,Пожар,N/A,0.00033705701078582436,0.08060670261941448,2018,nbr
satellite_images\2018\nbr_2018-07-17_cloud1.0.png,Пожар,N/A,0.00033705701078582436,0.08060670261941448,2018,nbr
satellite_images\2018\nbr_2018-07-17_cloud1.1.png,Пожар,N/A,0.0007742681047765794,0.48703582434514636,2018,nbr
satellite_images\2018\nbr_2018-07-17_cloud14.4.png,Нет пожара,N/A,7.126348228043144e-05,0.0448671032357473,2018,nbr
satellite_images\2018\nbr_2018-07-17_cloud3.8.png,Пожар,N/A,0.00017719568567026194,0.2184302773497689,2018,nbr
satellite_images\2018\nbr_2018-07-20_cloud16.3.png,Нет пожара,N/A,0.0,0.018434129429892143,2018,nbr
satellite_images\2018\nbr_2018-07-20_cloud7.8.png,Нет пожара,N/A,1.926040061633282e-06,0.04669491525423729,2018,nbr
satellite_images\2018\nbr_2018-07-25_cloud19.0.png,Нет пожара,N/A,4.4298921417565486e-05,0.04753659476117103,2018,nbr
satellite_images\2018\nbr_2018-07-30_cloud0.0.png,Пожар,N/A,0.0016679506933744222,0.727095531587057,2018,nbr
satellite_images\2018\nbr_2018-07-30_cloud12.5.png,Пожар,N/A,0.0003717257318952234,0.2117353620955316,2018,nbr
satellite_images\2018\nbr_2018-07-30_cloud2.4.png,Нет пожара,N/A,0.00020993836671802772,0.042727272727272725,2018,nbr
satellite_images\2018\nbr_2018-08-01_cloud0.0.png,Пожар,N/A,0.0036999229583975345,0.7231856702619415,2018,nbr
satellite_images\2018\nbr_2018-08-01_cloud10.2.png,Нет пожара,N/A,0.00026964560862865946,0.04125,2018,nbr
satellite_images\2018\nbr_2018-08-01_cloud18.5.png,Пожар,N/A,0.0009610939907550077,0.1418624807395994,2018,nbr
satellite_images\2018\nbr_2018-08-04_cloud11.3.png,Пожар,N/A,0.0024884437596302002,0.7465543143297381,2018,nbr
satellite_images\2018\nbr_2018-08-04_cloud2.8.png,Пожар,N/A,0.0010227272727272728,0.2142411402157165,2018,nbr
satellite_images\2018\nbr_2018-08-04_cloud23.4.png,Пожар,N/A,0.000635593220338983,0.15688366718027735,2018,nbr
